Customer ID,Recency,Frequency,Monetary,AvgOrderValue,TransaksiPerHari,TransactionRate,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Customer_Category,Cluster_KMeans,Cluster_DBSCAN,Cluster_Agglomerative
13606.0,29,3,274.46999999999997,91.49,0.10344827586206896,0.034482758620689655,4,3,2,9,432,Loyal Customers,2,1,0
13607.0,40,1,645.47,645.47,0.025,0.025,3,1,3,7,313,Big Spenders,0,1,0
13610.0,12,7,1034.22,147.74571428571429,0.5833333333333334,0.08333333333333333,5,5,4,14,554,Champions,2,1,0
13611.0,89,3,1134.15,378.05,0.033707865168539325,0.011235955056179775,2,3,4,9,234,At Risk,2,1,0
13614.0,24,4,1358.08,339.52,0.16666666666666666,0.041666666666666664,4,4,4,12,444,Champions,2,1,0
13615.0,319,1,417.69,417.69,0.003134796238244514,0.003134796238244514,1,1,2,4,112,Lost,5,1,2
13617.0,40,3,544.18,181.39333333333332,0.075,0.025,3,3,3,9,333,Loyal Customers,2,1,0
13618.0,174,1,163.66,163.66,0.005747126436781609,0.005747126436781609,1,1,1,3,111,Lost,5,1,2
13621.0,117,1,201.93,201.93,0.008547008547008548,0.008547008547008548,2,1,1,4,211,Lost,2,1,0
13623.0,31,5,727.74,145.548,0.16129032258064516,0.03225806451612903,4,4,3,11,443,Loyal Customers,2,1,0
13626.0,253,1,257.23,257.23,0.003952569169960474,0.003952569169960474,1,1,2,4,112,Lost,5,1,2
13627.0,59,5,1414.79,282.95799999999997,0.0847457627118644,0.01694915254237288,3,4,4,11,344,Loyal Customers,2,1,0
13629.0,23,11,5715.36,519.5781818181817,0.4782608695652174,0.043478260869565216,4,5,5,14,455,Champions,1,1,0
13630.0,5,7,2031.78,290.2542857142857,1.4,0.2,5,5,5,15,555,Champions,2,1,0
13631.0,100,11,3070.42,279.1290909090909,0.11,0.01,2,5,5,12,255,At Risk,2,1,2
13632.0,25,5,2118.93,423.78599999999994,0.2,0.04,4,4,5,13,445,Champions,2,1,0
13634.0,33,5,1530.8600000000001,306.172,0.15151515151515152,0.030303030303030304,3,4,4,11,344,Loyal Customers,2,1,0
13635.0,68,1,1071.03,1071.03,0.014705882352941176,0.014705882352941176,2,1,4,7,214,Lost,0,1,5
13636.0,37,5,918.1899999999999,183.63799999999998,0.13513513513513514,0.02702702702702703,3,4,4,11,344,Loyal Customers,2,1,0
13637.0,52,3,790.35,263.45,0.057692307692307696,0.019230769230769232,3,3,3,9,333,Loyal Customers,2,1,0
13638.0,16,1,122.64,122.64,0.0625,0.0625,4,1,1,6,411,Potential Loyalists,2,1,0
13639.0,74,1,1013.42,1013.42,0.013513513513513514,0.013513513513513514,2,1,4,7,214,Lost,0,1,5
13642.0,216,1,279.38,279.38,0.004629629629629629,0.004629629629629629,1,1,2,4,112,Lost,5,1,2
13643.0,31,3,519.44,173.14666666666668,0.0967741935483871,0.03225806451612903,4,3,3,10,433,Loyal Customers,2,1,0
13644.0,16,4,2516.79,629.1975,0.25,0.0625,4,4,5,13,445,Champions,0,1,0
13645.0,120,1,252.1,252.1,0.008333333333333333,0.008333333333333333,2,1,1,4,211,Lost,2,1,0
13647.0,10,4,1648.1200000000001,412.03000000000003,0.4,0.1,5,4,4,13,544,Champions,2,1,0
13649.0,257,2,346.6,173.3,0.007782101167315175,0.0038910505836575876,1,2,2,5,122,Lost,5,1,2
13650.0,17,6,1836.34,306.0566666666667,0.35294117647058826,0.058823529411764705,4,4,4,12,444,Champions,2,1,0
13651.0,40,1,79.2,79.2,0.025,0.025,3,1,1,5,311,Others,2,1,0
13652.0,46,3,1095.08,365.02666666666664,0.06521739130434782,0.021739130434782608,3,3,4,10,334,Loyal Customers,2,1,0
13654.0,43,6,2567.37,427.895,0.13953488372093023,0.023255813953488372,3,4,5,12,345,Loyal Customers,2,1,0
13655.0,114,2,911.12,455.56,0.017543859649122806,0.008771929824561403,2,2,4,8,224,Lost,2,1,0
13656.0,165,2,349.05,174.525,0.012121212121212121,0.006060606060606061,2,2,2,6,222,Lost,5,1,2
13657.0,11,2,360.84,180.42,0.18181818181818182,0.09090909090909091,5,2,2,9,522,Potential Loyalists,2,1,0
13658.0,10,5,2472.17,494.434,0.5,0.1,5,4,5,14,545,Champions,2,1,0
13659.0,206,2,1377.18,688.59,0.009708737864077669,0.0048543689320388345,1,2,4,7,124,Lost,0,1,2
13662.0,86,3,813.46,271.15333333333336,0.03488372093023256,0.011627906976744186,2,3,3,8,233,At Risk,2,1,0
13663.0,179,1,189.47,189.47,0.00558659217877095,0.00558659217877095,1,1,1,3,111,Lost,5,1,2
13666.0,60,3,84.65,28.21666666666667,0.05,0.016666666666666666,3,3,1,7,331,Loyal Customers,2,1,0
13667.0,149,1,296.13,296.13,0.006711409395973154,0.006711409395973154,2,1,2,5,212,Lost,5,1,2
13668.0,3,21,6040.56,287.6457142857143,7.0,0.3333333333333333,5,5,5,15,555,Champions,1,1,0
13669.0,51,2,213.75,106.875,0.0392156862745098,0.0196078431372549,3,2,1,6,321,Others,2,1,0
13670.0,75,1,349.7,349.7,0.013333333333333334,0.013333333333333334,2,1,2,5,212,Lost,2,1,0
13672.0,301,2,186.39000000000001,93.19500000000001,0.006644518272425249,0.0033222591362126247,1,2,1,4,121,Lost,5,1,2
13673.0,19,2,344.53,172.265,0.10526315789473684,0.05263157894736842,4,2,2,8,422,Potential Loyalists,2,1,0
13675.0,151,2,486.82000000000005,243.41000000000003,0.013245033112582781,0.006622516556291391,2,2,3,7,223,Lost,5,1,2
13678.0,152,1,152.0,152.0,0.006578947368421052,0.006578947368421052,2,1,1,4,211,Lost,5,1,2
13680.0,1,4,3698.7200000000003,924.6800000000001,4.0,1.0,5,4,5,14,545,Champions,4,-1,3
13681.0,18,4,827.83,206.9575,0.2222222222222222,0.05555555555555555,4,4,3,11,443,Loyal Customers,2,1,0
13684.0,286,1,65.13,65.13,0.0034965034965034965,0.0034965034965034965,1,1,1,3,111,Lost,5,1,2
13685.0,3,4,20.92,5.23,1.3333333333333333,0.3333333333333333,5,4,1,10,541,Loyal Customers,2,1,0
13686.0,183,1,72.0,72.0,0.00546448087431694,0.00546448087431694,1,1,1,3,111,Lost,5,1,2
13689.0,63,1,910.0,910.0,0.015873015873015872,0.015873015873015872,3,1,4,8,314,Big Spenders,0,1,5
13690.0,59,1,172.25,172.25,0.01694915254237288,0.01694915254237288,3,1,1,5,311,Others,2,1,0
13692.0,25,3,1452.3700000000001,484.1233333333334,0.12,0.04,4,3,4,11,434,Loyal Customers,2,1,0
13694.0,4,48,44712.97,931.5202083333334,12.0,0.25,5,5,5,15,555,Champions,3,-1,1
13695.0,31,15,2444.13,162.942,0.4838709677419355,0.03225806451612903,4,5,5,14,455,Champions,2,1,0
13697.0,39,1,151.29999999999998,151.29999999999998,0.02564102564102564,0.02564102564102564,3,1,1,5,311,Others,2,1,0
13699.0,155,1,308.58000000000004,308.58000000000004,0.0064516129032258064,0.0064516129032258064,2,1,2,5,212,Lost,5,1,2
13700.0,26,10,2248.63,224.863,0.38461538461538464,0.038461538461538464,4,5,5,14,455,Champions,2,1,0
13704.0,5,9,2260.27,251.14111111111112,1.8,0.2,5,5,5,15,555,Champions,2,1,0
13705.0,8,3,546.86,182.28666666666666,0.375,0.125,5,3,3,11,533,Loyal Customers,2,1,0
13706.0,303,1,290.89,290.89,0.0033003300330033004,0.0033003300330033004,1,1,2,4,112,Lost,5,1,2
13707.0,267,2,770.46,385.23,0.00749063670411985,0.003745318352059925,1,2,3,6,123,Lost,5,1,2
13708.0,271,1,285.33,285.33,0.0036900369003690036,0.0036900369003690036,1,1,2,4,112,Lost,5,1,2
13709.0,4,13,6227.37,479.02846153846156,3.25,0.25,5,5,5,15,555,Champions,1,1,0
13710.0,32,1,175.92,175.92,0.03125,0.03125,3,1,1,5,311,Others,2,1,0
13711.0,219,2,252.06,126.03,0.0091324200913242,0.0045662100456621,1,2,1,4,121,Lost,5,1,2
13712.0,247,1,228.84,228.84,0.004048582995951417,0.004048582995951417,1,1,1,3,111,Lost,5,1,2
13715.0,281,5,1072.44,214.488,0.017793594306049824,0.0035587188612099642,1,4,4,9,144,At Risk,5,1,2
13716.0,269,1,138.28,138.28,0.0037174721189591076,0.0037174721189591076,1,1,1,3,111,Lost,5,1,2
13717.0,32,6,1314.35,219.0583333333333,0.1875,0.03125,3,4,4,11,344,Loyal Customers,2,1,0
13718.0,246,2,296.55,148.275,0.008130081300813009,0.0040650406504065045,1,2,2,5,122,Lost,5,1,2
13719.0,15,5,1016.6800000000001,203.336,0.3333333333333333,0.06666666666666667,4,4,4,12,444,Champions,2,1,0
13720.0,117,4,784.9,196.225,0.03418803418803419,0.008547008547008548,2,4,3,9,243,At Risk,2,1,0
13721.0,36,1,524.14,524.14,0.027777777777777776,0.027777777777777776,3,1,3,7,313,Big Spenders,2,1,0
13722.0,132,3,2314.9300000000003,771.6433333333334,0.022727272727272728,0.007575757575757576,2,3,5,10,235,At Risk,0,1,0
13723.0,217,1,199.85000000000002,199.85000000000002,0.004608294930875576,0.004608294930875576,1,1,1,3,111,Lost,5,1,2
13725.0,50,8,1976.0,247.0,0.16,0.02,3,5,5,13,355,Loyal Customers,2,1,0
13726.0,39,2,1059.02,529.51,0.05128205128205128,0.02564102564102564,3,2,4,9,324,Big Spenders,2,1,0
13727.0,29,2,333.48,166.74,0.06896551724137931,0.034482758620689655,4,2,2,8,422,Potential Loyalists,2,1,0
13728.0,37,6,1016.14,169.35666666666665,0.16216216216216217,0.02702702702702703,3,4,4,11,344,Loyal Customers,2,1,0
13730.0,136,2,752.6,376.3,0.014705882352941176,0.007352941176470588,2,2,3,7,223,Lost,2,1,0
13731.0,219,2,610.59,305.295,0.0091324200913242,0.0045662100456621,1,2,3,6,123,Lost,5,1,2
13732.0,28,1,491.86,491.86,0.03571428571428571,0.03571428571428571,4,1,3,8,413,Potential Loyalists,2,1,0
13735.0,25,4,2816.25,704.0625,0.16,0.04,4,4,5,13,445,Champions,0,1,0
13736.0,5,2,631.97,315.985,0.4,0.2,5,2,3,10,523,Potential Loyalists,2,1,0
13737.0,200,1,338.11,338.11,0.005,0.005,1,1,2,4,112,Lost,5,1,2
13740.0,241,1,350.75,350.75,0.004149377593360996,0.004149377593360996,1,1,2,4,112,Lost,5,1,2
13741.0,72,3,668.4300000000001,222.81000000000003,0.041666666666666664,0.013888888888888888,2,3,3,8,233,At Risk,2,1,0
13742.0,17,12,2942.42,245.20166666666668,0.7058823529411765,0.058823529411764705,4,5,5,14,455,Champions,2,1,0
13743.0,3,7,1285.9199999999998,183.7028571428571,2.3333333333333335,0.3333333333333333,5,5,4,14,554,Champions,2,1,0
13744.0,95,2,1075.48,537.74,0.021052631578947368,0.010526315789473684,2,2,4,8,224,Lost,2,1,0
13745.0,162,1,300.04,300.04,0.006172839506172839,0.006172839506172839,2,1,2,5,212,Lost,5,1,2
13748.0,96,5,948.25,189.65,0.052083333333333336,0.010416666666666666,2,4,4,10,244,At Risk,2,1,0
13750.0,54,5,1647.26,329.452,0.09259259259259259,0.018518518518518517,3,4,4,11,344,Loyal Customers,2,1,0
13751.0,288,1,296.25,296.25,0.003472222222222222,0.003472222222222222,1,1,2,4,112,Lost,5,1,2
13752.0,124,6,1129.43,188.23833333333334,0.04838709677419355,0.008064516129032258,2,4,4,10,244,At Risk,2,1,0
13753.0,288,1,741.26,741.26,0.003472222222222222,0.003472222222222222,1,1,3,5,113,Lost,5,1,2
13754.0,152,2,282.59999999999997,141.29999999999998,0.013157894736842105,0.006578947368421052,2,2,2,6,222,Lost,5,1,2
13755.0,4,9,1916.83,212.9811111111111,2.25,0.25,5,5,5,15,555,Champions,1,1,0
13756.0,2,14,4834.320000000001,345.3085714285715,7.0,0.5,5,5,5,15,555,Champions,1,0,0
13758.0,12,7,3059.42,437.06,0.5833333333333334,0.08333333333333333,5,5,5,15,555,Champions,2,1,0
13759.0,33,2,659.4100000000001,329.70500000000004,0.06060606060606061,0.030303030303030304,3,2,3,8,323,Big Spenders,2,1,0
13760.0,54,2,262.82,131.41,0.037037037037037035,0.018518518518518517,3,2,2,7,322,Others,2,1,0
13761.0,50,2,1070.65,535.325,0.04,0.02,3,2,4,9,324,Big Spenders,2,1,0
13762.0,219,1,306.72,306.72,0.0045662100456621,0.0045662100456621,1,1,2,4,112,Lost,5,1,2
13763.0,63,1,1714.96,1714.96,0.015873015873015872,0.015873015873015872,3,1,4,8,314,Big Spenders,0,3,5
13764.0,71,3,1485.92,495.3066666666667,0.04225352112676056,0.014084507042253521,2,3,4,9,234,At Risk,2,1,0
13767.0,2,37,15389.960000000001,415.9448648648649,18.5,0.5,5,5,5,15,555,Champions,1,-1,3
13769.0,2,10,2728.71,272.871,5.0,0.5,5,5,5,15,555,Champions,1,0,0
13771.0,64,4,2634.45,658.6125,0.0625,0.015625,3,4,5,12,345,Loyal Customers,0,1,0
13772.0,34,3,1074.97,358.3233333333333,0.08823529411764706,0.029411764705882353,3,3,4,10,334,Loyal Customers,2,1,0
13774.0,82,1,345.0,345.0,0.012195121951219513,0.012195121951219513,2,1,2,5,212,Lost,2,1,0
13777.0,1,30,14815.36,493.8453333333334,30.0,1.0,5,5,5,15,555,Champions,4,-1,3
13778.0,103,1,178.7,178.7,0.009708737864077669,0.009708737864077669,2,1,1,4,211,Lost,2,1,0
13780.0,7,2,257.26,128.63,0.2857142857142857,0.14285714285714285,5,2,2,9,522,Potential Loyalists,2,1,0
13781.0,251,1,127.84,127.84,0.00398406374501992,0.00398406374501992,1,1,1,3,111,Lost,5,1,2
13782.0,13,6,908.86,151.47666666666666,0.46153846153846156,0.07692307692307693,4,4,4,12,444,Champions,2,1,0
13784.0,10,9,1996.23,221.80333333333334,0.9,0.1,5,5,5,15,555,Champions,2,1,0
13786.0,367,1,230.39999999999998,230.39999999999998,0.0027247956403269754,0.0027247956403269754,1,1,1,3,111,Lost,5,1,2
13787.0,76,2,246.81,123.405,0.02631578947368421,0.013157894736842105,2,2,1,5,221,Lost,2,1,0
13790.0,4,1,330.56,330.56,0.25,0.25,5,1,2,8,512,Potential Loyalists,2,1,0
13791.0,128,2,1226.0,613.0,0.015625,0.0078125,2,2,4,8,224,Lost,0,1,0
13792.0,66,2,195.55,97.775,0.030303030303030304,0.015151515151515152,3,2,1,6,321,Others,2,1,0
13798.0,1,56,34273.63,612.0291071428571,56.0,1.0,5,5,5,15,555,Champions,3,-1,1
13799.0,117,2,688.86,344.43,0.017094017094017096,0.008547008547008548,2,2,3,7,223,Lost,2,1,0
13800.0,310,1,526.42,526.42,0.0032258064516129032,0.0032258064516129032,1,1,3,5,113,Lost,5,1,2
13801.0,67,1,324.8,324.8,0.014925373134328358,0.014925373134328358,2,1,2,5,212,Lost,2,1,0
13802.0,139,3,4047.34,1349.1133333333335,0.02158273381294964,0.007194244604316547,2,3,5,10,235,At Risk,0,-1,5
13803.0,255,1,277.07,277.07,0.00392156862745098,0.00392156862745098,1,1,2,4,112,Lost,5,1,2
13804.0,31,7,2554.49,364.9271428571428,0.22580645161290322,0.03225806451612903,4,5,5,14,455,Champions,2,1,0
13805.0,52,2,705.2,352.6,0.038461538461538464,0.019230769230769232,3,2,3,8,323,Big Spenders,2,1,0
13806.0,64,1,256.38,256.38,0.015625,0.015625,3,1,2,6,312,Others,2,1,0
13807.0,367,1,112.6,112.6,0.0027247956403269754,0.0027247956403269754,1,1,1,3,111,Lost,5,1,2
13808.0,6,5,1683.2,336.64,0.8333333333333334,0.16666666666666666,5,4,4,13,544,Champions,2,1,0
13819.0,302,3,1140.35,380.1166666666666,0.009933774834437087,0.0033112582781456954,1,3,4,8,134,At Risk,5,1,2
13821.0,145,2,385.64,192.82,0.013793103448275862,0.006896551724137931,2,2,2,6,222,Lost,5,1,0
13822.0,6,2,600.41,300.205,0.3333333333333333,0.16666666666666666,5,2,3,10,523,Potential Loyalists,2,1,0
13823.0,19,2,957.66,478.83,0.10526315789473684,0.05263157894736842,4,2,4,10,424,Potential Loyalists,2,1,0
13824.0,33,5,1698.94,339.788,0.15151515151515152,0.030303030303030304,3,4,4,11,344,Loyal Customers,2,1,0
13826.0,176,1,189.5,189.5,0.005681818181818182,0.005681818181818182,1,1,1,3,111,Lost,5,1,2
13827.0,58,3,374.8,124.93333333333334,0.05172413793103448,0.017241379310344827,3,3,2,8,332,Loyal Customers,2,1,0
13828.0,22,1,168.45,168.45,0.045454545454545456,0.045454545454545456,4,1,1,6,411,Potential Loyalists,2,1,0
13831.0,16,6,2198.45,366.4083333333333,0.375,0.0625,4,4,5,13,445,Champions,2,1,0
13833.0,159,1,383.85,383.85,0.006289308176100629,0.006289308176100629,2,1,2,5,212,Lost,5,1,2
13835.0,25,4,817.62,204.405,0.16,0.04,4,4,3,11,443,Loyal Customers,2,1,0
13837.0,212,2,266.59000000000003,133.29500000000002,0.009433962264150943,0.0047169811320754715,1,2,2,5,122,Lost,5,1,2
13838.0,6,4,651.08,162.77,0.6666666666666666,0.16666666666666666,5,4,3,12,543,Loyal Customers,2,1,0
13842.0,59,9,3228.07,358.6744444444445,0.15254237288135594,0.01694915254237288,3,5,5,13,355,Loyal Customers,2,1,0
13844.0,11,1,361.62,361.62,0.09090909090909091,0.09090909090909091,5,1,2,8,512,Potential Loyalists,2,1,0
13845.0,65,1,312.98,312.98,0.015384615384615385,0.015384615384615385,3,1,2,6,312,Others,2,1,0
13846.0,25,3,848.41,282.80333333333334,0.12,0.04,4,3,3,10,433,Loyal Customers,2,1,0
13849.0,52,2,1530.32,765.16,0.038461538461538464,0.019230769230769232,3,2,4,9,324,Big Spenders,0,1,0
13850.0,129,1,1595.48,1595.48,0.007751937984496124,0.007751937984496124,2,1,4,7,214,Lost,0,3,5
13851.0,96,3,1763.46,587.82,0.03125,0.010416666666666666,2,3,4,9,234,At Risk,0,1,0
13853.0,57,1,1090.14,1090.14,0.017543859649122806,0.017543859649122806,3,1,4,8,314,Big Spenders,0,1,5
13854.0,9,25,8066.5599999999995,322.6624,2.7777777777777777,0.1111111111111111,5,5,5,15,555,Champions,1,1,0
13856.0,169,3,388.5,129.5,0.01775147928994083,0.005917159763313609,2,3,2,7,232,At Risk,5,1,2
13858.0,57,1,216.17,216.17,0.017543859649122806,0.017543859649122806,3,1,1,5,311,Others,2,1,0
13859.0,326,1,188.56,188.56,0.003067484662576687,0.003067484662576687,1,1,1,3,111,Lost,5,1,2
13860.0,1,5,1236.78,247.356,5.0,1.0,5,4,4,13,544,Champions,4,2,3
13862.0,18,8,2209.36,276.17,0.4444444444444444,0.05555555555555555,4,5,5,14,455,Champions,2,1,0
13863.0,248,1,305.78,305.78,0.004032258064516129,0.004032258064516129,1,1,2,4,112,Lost,5,1,2
13865.0,58,4,501.56,125.39,0.06896551724137931,0.017241379310344827,3,4,3,10,343,Loyal Customers,2,1,0
13866.0,74,1,145.67000000000002,145.67000000000002,0.013513513513513514,0.013513513513513514,2,1,1,4,211,Lost,2,1,0
13867.0,31,3,973.29,324.43,0.0967741935483871,0.03225806451612903,4,3,4,11,434,Loyal Customers,2,1,0
13868.0,39,1,500.1,500.1,0.02564102564102564,0.02564102564102564,3,1,3,7,313,Big Spenders,2,1,0
13869.0,123,4,3065.38,766.345,0.032520325203252036,0.008130081300813009,2,4,5,11,245,At Risk,0,1,0
13870.0,2,8,2737.04,342.13,4.0,0.5,5,5,5,15,555,Champions,1,0,0
13871.0,23,13,6403.25,492.5576923076923,0.5652173913043478,0.043478260869565216,4,5,5,14,455,Champions,1,1,0
13873.0,120,3,389.6,129.86666666666667,0.025,0.008333333333333333,2,3,2,7,232,At Risk,2,1,0
13874.0,358,1,361.7,361.7,0.002793296089385475,0.002793296089385475,1,1,2,4,112,Lost,5,1,2
13875.0,54,5,1786.79,357.358,0.09259259259259259,0.018518518518518517,3,4,4,11,344,Loyal Customers,2,1,0
13876.0,64,1,122.7,122.7,0.015625,0.015625,3,1,1,5,311,Others,2,1,0
13878.0,55,1,1237.67,1237.67,0.01818181818181818,0.01818181818181818,3,1,4,8,314,Big Spenders,0,1,5
13880.0,21,13,3185.87,245.06692307692308,0.6190476190476191,0.047619047619047616,4,5,5,14,455,Champions,2,1,0
13881.0,3,20,13205.92,660.296,6.666666666666667,0.3333333333333333,5,5,5,15,555,Champions,1,-1,3
13882.0,3,5,1067.6,213.51999999999998,1.6666666666666667,0.3333333333333333,5,4,4,13,544,Champions,2,1,0
13883.0,11,5,2640.58,528.116,0.45454545454545453,0.09090909090909091,5,4,5,14,545,Champions,2,1,0
13884.0,7,5,786.15,157.23,0.7142857142857143,0.14285714285714285,5,4,3,12,543,Loyal Customers,2,1,0
13885.0,189,2,506.8,253.4,0.010582010582010581,0.005291005291005291,1,2,3,6,123,Lost,5,1,2
13886.0,71,1,243.56,243.56,0.014084507042253521,0.014084507042253521,2,1,1,4,211,Lost,2,1,0
13887.0,204,1,349.55,349.55,0.004901960784313725,0.004901960784313725,1,1,2,4,112,Lost,5,1,2
13888.0,120,2,595.67,297.835,0.016666666666666666,0.008333333333333333,2,2,3,7,223,Lost,2,1,0
13889.0,93,1,416.90000000000003,416.90000000000003,0.010752688172043012,0.010752688172043012,2,1,2,5,212,Lost,2,1,0
13890.0,1,10,1883.8100000000002,188.38100000000003,10.0,1.0,5,5,4,14,554,Champions,4,2,3
13892.0,27,4,513.5699999999999,128.39249999999998,0.14814814814814814,0.037037037037037035,4,4,3,11,443,Loyal Customers,2,1,0
13893.0,298,1,821.1,821.1,0.003355704697986577,0.003355704697986577,1,1,3,5,113,Lost,5,1,2
13894.0,24,3,488.3,162.76666666666668,0.125,0.041666666666666664,4,3,3,10,433,Loyal Customers,2,1,0
13895.0,28,4,2593.07,648.2675,0.14285714285714285,0.03571428571428571,4,4,5,13,445,Champions,0,1,0
13897.0,50,1,311.16,311.16,0.02,0.02,3,1,2,6,312,Others,2,1,0
13898.0,326,1,142.25,142.25,0.003067484662576687,0.003067484662576687,1,1,1,3,111,Lost,5,1,2
13899.0,16,2,388.52,194.26,0.125,0.0625,4,2,2,8,422,Potential Loyalists,2,1,0
13900.0,183,3,740.95,246.98333333333335,0.01639344262295082,0.00546448087431694,1,3,3,7,133,At Risk,5,1,2
13901.0,72,5,2748.67,549.734,0.06944444444444445,0.013888888888888888,2,4,5,11,245,At Risk,2,1,0
13904.0,37,2,332.64,166.32,0.05405405405405406,0.02702702702702703,3,2,2,7,322,Others,2,1,0
13908.0,80,4,2319.55,579.8875,0.05,0.0125,2,4,5,11,245,At Risk,0,1,0
13911.0,57,9,2481.07,275.6744444444445,0.15789473684210525,0.017543859649122806,3,5,5,13,355,Loyal Customers,2,1,0
13914.0,12,2,617.33,308.665,0.16666666666666666,0.08333333333333333,5,2,3,10,523,Potential Loyalists,2,1,0
13917.0,50,2,265.2,132.6,0.04,0.02,3,2,2,7,322,Others,2,1,0
13918.0,50,2,828.84,414.42,0.04,0.02,3,2,3,8,323,Big Spenders,2,1,0
13922.0,352,1,172.25,172.25,0.002840909090909091,0.002840909090909091,1,1,1,3,111,Lost,5,1,2
13923.0,54,1,351.13,351.13,0.018518518518518517,0.018518518518518517,3,1,2,6,312,Others,2,1,0
13924.0,2,6,1762.5900000000001,293.76500000000004,3.0,0.5,5,4,4,13,544,Champions,1,0,0
13925.0,93,4,593.5,148.375,0.043010752688172046,0.010752688172043012,2,4,3,9,243,At Risk,2,1,0
13926.0,23,1,183.9,183.9,0.043478260869565216,0.043478260869565216,4,1,1,6,411,Potential Loyalists,2,1,0
13927.0,75,1,348.99,348.99,0.013333333333333334,0.013333333333333334,2,1,2,5,212,Lost,2,1,0
13928.0,11,4,464.57,116.1425,0.36363636363636365,0.09090909090909091,5,4,2,11,542,Loyal Customers,2,1,0
13929.0,169,2,842.65,421.325,0.011834319526627219,0.005917159763313609,2,2,3,7,223,Lost,5,1,2
13930.0,58,2,337.34,168.67,0.034482758620689655,0.017241379310344827,3,2,2,7,322,Others,2,1,0
13931.0,96,2,1237.53,618.765,0.020833333333333332,0.010416666666666666,2,2,4,8,224,Lost,0,1,0
13932.0,295,1,307.4,307.4,0.003389830508474576,0.003389830508474576,1,1,2,4,112,Lost,5,1,2
13933.0,109,2,608.7900000000001,304.39500000000004,0.01834862385321101,0.009174311926605505,2,2,3,7,223,Lost,2,1,0
13934.0,264,1,922.1,922.1,0.003787878787878788,0.003787878787878788,1,1,4,6,114,Lost,0,1,2
13936.0,180,1,369.74,369.74,0.005555555555555556,0.005555555555555556,1,1,2,4,112,Lost,5,1,2
13937.0,169,1,158.85,158.85,0.005917159763313609,0.005917159763313609,2,1,1,4,211,Lost,5,1,2
13938.0,35,1,71.66,71.66,0.02857142857142857,0.02857142857142857,3,1,1,5,311,Others,2,1,0
13939.0,23,3,538.22,179.40666666666667,0.13043478260869565,0.043478260869565216,4,3,3,10,433,Loyal Customers,2,1,0
13940.0,17,4,839.14,209.785,0.23529411764705882,0.058823529411764705,4,4,3,11,443,Loyal Customers,2,1,0
13941.0,22,5,4784.68,956.936,0.22727272727272727,0.045454545454545456,4,4,5,13,445,Champions,0,1,5
13946.0,79,3,489.33,163.10999999999999,0.0379746835443038,0.012658227848101266,2,3,3,8,233,At Risk,2,1,0
13947.0,65,1,90.6,90.6,0.015384615384615385,0.015384615384615385,3,1,1,5,311,Others,2,1,0
13949.0,3,6,2375.08,395.84666666666664,2.0,0.3333333333333333,5,4,5,14,545,Champions,1,1,0
13950.0,11,4,628.36,157.09,0.36363636363636365,0.09090909090909091,5,4,3,12,543,Loyal Customers,2,1,0
13951.0,176,3,651.65,217.21666666666667,0.017045454545454544,0.005681818181818182,1,3,3,7,133,At Risk,5,1,2
13952.0,218,2,3217.17,1608.585,0.009174311926605505,0.0045871559633027525,1,2,5,8,125,Lost,0,-1,5
13953.0,7,2,265.68,132.84,0.2857142857142857,0.14285714285714285,5,2,2,9,522,Potential Loyalists,2,1,0
13954.0,1,2,340.22,170.11,2.0,1.0,5,2,2,9,522,Potential Loyalists,4,2,3
13955.0,154,2,322.96,161.48,0.012987012987012988,0.006493506493506494,2,2,2,6,222,Lost,5,1,2
13956.0,5,5,942.47,188.494,1.0,0.2,5,4,4,13,544,Champions,2,1,0
13959.0,79,3,583.44,194.48000000000002,0.0379746835443038,0.012658227848101266,2,3,3,8,233,At Risk,2,1,0
13960.0,21,2,230.22,115.11,0.09523809523809523,0.047619047619047616,4,2,1,7,421,Potential Loyalists,2,1,0
13962.0,22,2,147.6,73.8,0.09090909090909091,0.045454545454545456,4,2,1,7,421,Potential Loyalists,2,1,0
13963.0,308,4,644.38,161.095,0.012987012987012988,0.003246753246753247,1,4,3,8,143,At Risk,5,1,2
13969.0,7,18,8661.95,481.2194444444445,2.5714285714285716,0.14285714285714285,5,5,5,15,555,Champions,1,1,0
13971.0,19,8,2746.5,343.3125,0.42105263157894735,0.05263157894736842,4,5,5,14,455,Champions,2,1,0
13972.0,71,2,185.5,92.75,0.028169014084507043,0.014084507042253521,2,2,1,5,221,Lost,2,1,0
13973.0,287,1,264.7,264.7,0.003484320557491289,0.003484320557491289,1,1,2,4,112,Lost,5,1,2
13974.0,49,1,413.59000000000003,413.59000000000003,0.02040816326530612,0.02040816326530612,3,1,2,6,312,Others,2,1,0
13975.0,31,6,2382.94,397.1566666666667,0.1935483870967742,0.03225806451612903,4,4,5,13,445,Champions,2,1,0
13976.0,207,1,357.98,357.98,0.004830917874396135,0.004830917874396135,1,1,2,4,112,Lost,5,1,2
13978.0,15,2,186.47,93.235,0.13333333333333333,0.06666666666666667,4,2,1,7,421,Potential Loyalists,2,1,0
13979.0,73,1,866.99,866.99,0.0136986301369863,0.0136986301369863,2,1,3,6,213,Lost,0,1,5
13980.0,60,1,191.01999999999998,191.01999999999998,0.016666666666666666,0.016666666666666666,3,1,1,5,311,Others,2,1,0
